segment,timestamp_ms,latitude,longitude,altitude,speed,heading,fix_quality,satellites,hdop
0,1774574123053,-33.26682337,138.58156350,421.03,4.626,13.72,GPS,40,0.38999998569488525
0,1774574124028,-33.26678240,138.58157543,420.98,4.651,13.80,GPS,40,0.4000000059604645
0,1774574125061,-33.26674138,138.58158757,420.93,4.652,13.28,GPS,40,0.4000000059604645
0,1774574126027,-33.26670028,138.58159960,420.91,4.674,13.92,GPS,40,0.4099999964237213
0,1774574127059,-33.26665913,138.58161158,420.86,4.679,13.62,GPS,40,0.4000000059604645
0,1774574128025,-33.26661773,138.58162332,420.87,4.692,12.98,GPS,40,0.4000000059604645
0,1774574129058,-33.26657688,138.58163477,420.77,4.681,13.37,GPS,40,0.4099999964237213
0,1774574130031,-33.26653610,138.58164655,420.67,4.660,13.27,GPS,40,0.38999998569488525
0,1774574131058,-33.26649563,138.58165802,420.61,4.642,13.77,GPS,40,0.4099999964237213
0,1774574132029,-33.26645535,138.58166972,420.63,4.588,12.99,GPS,40,0.4099999964237213
0,1774574133063,-33.26641528,138.58168162,420.64,4.562,13.60,GPS,40,0.4300000071525574
0,1774574134025,-33.26637565,138.58169372,420.62,4.561,13.86,GPS,40,0.41999998688697815
0,1774574135057,-33.26633588,138.58170577,420.62,4.534,14.40,GPS,40,0.41999998688697815
0,1774574136030,-33.26629617,138.58171768,420.74,4.540,14.08,GPS,40,0.38999998569488525
0,1774574137057,-33.26625642,138.58172963,420.73,4.541,14.06,GPS,40,0.4300000071525574
0,1774574138026,-33.26621673,138.58174182,420.72,4.550,14.03,GPS,40,0.4300000071525574
0,1774574139062,-33.26617712,138.58175395,420.70,4.529,14.27,GPS,40,0.4300000071525574
0,1774574140063,-33.26613758,138.58176658,420.73,4.547,14.23,GPS,41,0.4300000071525574
0,1774574141058,-33.26609808,138.58177858,420.80,4.505,14.93,GPS,41,0.4399999976158142
0,1774574142032,-33.26605875,138.58179022,420.86,4.501,13.59,GPS,41,0.4300000071525574
0,1774574143065,-33.26601923,138.58180135,421.04,4.474,13.85,GPS,41,0.3799999952316284
0,1774574144060,-33.26598017,138.58181305,421.06,4.458,13.44,GPS,42,0.41999998688697815
0,1774574145067,-33.26594128,138.58182485,421.02,4.440,14.08,GPS,42,0.4300000071525574
0,1774574146030,-33.26590265,138.58183635,421.05,4.436,14.14,GPS,42,0.41999998688697815
0,1774574147058,-33.26586420,138.58184783,421.05,4.403,13.85,GPS,42,0.41999998688697815
0,1774574148034,-33.26582558,138.58185898,421.00,4.384,13.98,GPS,42,0.41999998688697815
0,1774574149062,-33.26578700,138.58187015,421.01,4.415,13.34,GPS,42,0.4300000071525574
0,1774574150038,-33.26574792,138.58188163,421.00,4.402,13.95,GPS,42,0.4000000059604645
0,1774574151068,-33.26570853,138.58189397,420.96,4.490,13.81,GPS,42,0.38999998569488525
0,1774574152034,-33.26566860,138.58190598,420.91,4.539,14.84,GPS,42,0.4099999964237213
0,1774574153064,-33.26562957,138.58191767,420.84,4.568,13.62,GPS,42,0.4000000059604645
0,1774574154035,-33.26559260,138.58192917,420.79,4.370,14.28,GPS,42,0.4000000059604645
0,1774574155066,-33.26555843,138.58193982,420.71,4.094,14.95,GPS,42,0.4000000059604645
0,1774574156032,-33.26552772,138.58194907,420.65,3.756,14.30,GPS,42,0.4000000059604645
0,1774574157066,-33.26550173,138.58195678,420.61,3.298,13.97,GPS,42,0.41999998688697815
0,1774574158031,-33.26548278,138.58196258,420.55,2.667,14.30,GPS,42,0.4099999964237213
0,1774574159060,-33.26547153,138.58196613,420.51,1.711,15.05,GPS,42,0.4300000071525574
0,1774574160033,-33.26546695,138.58196778,420.47,0.877,14.30,GPS,42,0.4300000071525574
0,1774574161061,-33.26546695,138.58196778,420.47,0.206,14.30,GPS,42,0.46000000834465027
0,1774574162037,-33.26546702,138.58196777,420.47,0.004,14.30,GPS,42,0.41999998688697815
0,1774574163071,-33.26546697,138.58196780,420.47,0.034,14.30,GPS,42,0.4300000071525574
0,1774574164031,-33.26546322,138.58196893,420.46,0.058,14.30,GPS,42,0.4399999976158142
0,1774574165066,-33.26545173,138.58197242,420.46,0.790,14.30,GPS,42,0.4399999976158142
0,1774574166033,-33.26543362,138.58197768,420.46,1.823,14.09,GPS,42,0.44999998807907104
0,1774574167060,-33.26541312,138.58198192,420.46,2.287,13.52,GPS,42,0.4300000071525574
0,1774574168035,-33.26539235,138.58198532,420.46,2.307,6.58,GPS,42,0.44999998807907104
0,1774574169067,-33.26537155,138.58199042,420.45,2.305,9.03,GPS,42,0.4399999976158142
0,1774574170033,-33.26535102,138.58199880,420.45,2.370,14.25,GPS,42,0.4099999964237213
0,1774574171061,-33.26533223,138.58201343,420.43,2.439,22.70,GPS,42,0.41999998688697815
0,1774574172031,-33.26531887,138.58203525,420.39,2.591,43.26,GPS,42,0.44999998807907104
0,1774574173064,-33.26531483,138.58206008,420.38,2.491,65.21,GPS,42,0.4300000071525574
0,1774574174037,-33.26532097,138.58208347,420.29,2.352,93.91,GPS,42,0.4099999964237213
0,1774574175070,-33.26533505,138.58210092,420.22,2.331,121.00,GPS,42,0.4099999964237213
0,1774574176037,-33.26535278,138.58211027,420.23,2.299,146.31,GPS,42,0.38999998569488525
0,1774574177057,-33.26537073,138.58211140,420.18,2.094,166.65,GPS,42,0.4399999976158142
0,1774574178034,-33.26538753,138.58210432,420.18,2.028,189.08,GPS,42,0.41999998688697815
0,1774574179061,-33.26540093,138.58209478,420.14,1.954,209.02,GPS,42,0.41999998688697815
0,1774574180040,-33.26540980,138.58208805,420.18,1.554,209.40,GPS,42,0.3700000047683716
0,1774574181069,-33.26541655,138.58208363,420.17,1.081,206.29,GPS,41,0.38999998569488525
0,1774574182037,-33.26542057,138.58208070,420.19,0.731,206.29,GPS,41,0.38999998569488525
0,1774574183070,-33.26542057,138.58208068,420.19,0.423,206.29,GPS,41,0.38999998569488525
0,1774574184038,-33.26542062,138.58208063,420.19,0.059,206.29,GPS,41,0.4000000059604645
0,1774574185064,-33.26542320,138.58207915,420.19,0.033,206.29,GPS,41,0.4000000059604645
0,1774574186037,-33.26543115,138.58207383,420.19,0.594,206.29,GPS,41,0.4099999964237213
0,1774574187065,-33.26544362,138.58206480,420.20,1.395,209.02,GPS,42,0.4000000059604645
0,1774574188036,-33.26545713,138.58205375,420.20,1.827,211.18,GPS,42,0.4099999964237213
0,1774574189065,-33.26547037,138.58204228,420.20,1.807,216.28,GPS,42,0.38999998569488525
0,1774574190037,-33.26548413,138.58203172,420.21,1.821,214.74,GPS,41,0.38999998569488525
0,1774574191068,-33.26549890,138.58202333,420.20,1.816,210.09,GPS,42,0.3799999952316284
0,1774574192072,-33.26551460,138.58201702,420.18,1.845,201.43,GPS,42,0.4000000059604645
0,1774574193070,-33.26553073,138.58201382,420.17,1.849,194.60,GPS,43,0.4000000059604645
0,1774574194034,-33.26554728,138.58201277,420.12,1.840,184.67,GPS,42,0.38999998569488525
0,1774574195066,-33.26556390,138.58201282,420.09,1.867,181.96,GPS,41,0.38999998569488525
0,1774574196034,-33.26558048,138.58201327,420.05,1.844,179.38,GPS,42,0.4099999964237213
0,1774574197064,-33.26559693,138.58201363,420.01,1.840,178.64,GPS,42,0.4000000059604645
0,1774574198037,-33.26561333,138.58201407,419.99,1.831,178.03,GPS,42,0.4000000059604645
0,1774574199070,-33.26562983,138.58201542,419.94,1.852,178.00,GPS,42,0.4000000059604645
0,1774574200034,-33.26564630,138.58201732,419.89,1.846,173.51,GPS,42,0.38999998569488525
0,1774574201068,-33.26566273,138.58201960,419.84,1.851,174.31,GPS,42,0.4000000059604645
0,1774574202039,-33.26567935,138.58202212,419.84,1.843,172.60,GPS,42,0.38999998569488525
0,1774574203069,-33.26569587,138.58202418,419.85,1.862,172.27,GPS,42,0.4099999964237213
0,1774574204036,-33.26571213,138.58202593,419.85,1.863,174.01,GPS,42,0.4099999964237213
0,1774574205075,-33.26572848,138.58202742,419.83,1.820,175.10,GPS,42,0.4000000059604645
0,1774574206040,-33.26574478,138.58202668,419.83,1.831,175.68,GPS,42,0.38999998569488525
0,1774574207063,-33.26576083,138.58202325,419.83,1.838,188.27,GPS,41,0.41999998688697815
0,1774574208033,-33.26577658,138.58201822,419.78,1.817,192.82,GPS,42,0.4099999964237213
0,1774574209072,-33.26579202,138.58201227,419.70,1.834,196.05,GPS,42,0.38999998569488525
0,1774574210039,-33.26580778,138.58200590,419.62,1.819,198.22,GPS,42,0.4000000059604645
0,1774574211075,-33.26582340,138.58199950,419.57,1.874,198.59,GPS,42,0.4000000059604645
0,1774574212041,-33.26583898,138.58199360,419.52,1.833,198.36,GPS,42,0.4000000059604645
0,1774574213066,-33.26585465,138.58198745,419.50,1.849,197.15,GPS,42,0.4099999964237213
0,1774574214038,-33.26587003,138.58198122,419.61,1.849,197.92,GPS,42,0.36000001430511475
0,1774574215067,-33.26588585,138.58197538,419.58,1.859,198.49,GPS,42,0.4099999964237213
0,1774574216039,-33.26590175,138.58197010,419.62,1.845,196.71,GPS,42,0.38999998569488525
0,1774574217067,-33.26591768,138.58196525,419.65,1.864,194.53,GPS,42,0.38999998569488525
0,1774574218038,-33.26593390,138.58196080,419.62,1.858,194.07,GPS,42,0.4099999964237213
0,1774574219067,-33.26594983,138.58195667,419.59,1.872,192.29,GPS,42,0.38999998569488525
0,1774574220033,-33.26596548,138.58195250,419.61,1.831,191.88,GPS,42,0.38999998569488525
0,1774574221072,-33.26598138,138.58194778,419.62,1.824,193.54,GPS,42,0.3799999952316284
0,1774574222071,-33.26599742,138.58194367,419.63,1.843,194.55,GPS,43,0.3799999952316284
0,1774574223076,-33.26601350,138.58194065,419.65,1.855,191.34,GPS,43,0.3700000047683716
0,1774574224034,-33.26602982,138.58193783,419.60,1.842,188.82,GPS,43,0.4099999964237213
0,1774574225064,-33.26604598,138.58193447,419.59,1.871,188.29,GPS,43,0.4099999964237213
0,1774574226042,-33.26606207,138.58193117,419.55,1.841,190.42,GPS,43,0.38999998569488525
0,1774574227068,-33.26607833,138.58192807,419.54,1.829,189.81,GPS,44,0.41999998688697815
0,1774574228040,-33.26609423,138.58192438,419.50,1.842,189.47,GPS,44,0.4000000059604645
0,1774574229074,-33.26611017,138.58191973,419.38,1.816,192.37,GPS,44,0.38999998569488525
0,1774574230036,-33.26612590,138.58191412,419.31,1.859,195.43,GPS,44,0.4000000059604645
0,1774574231073,-33.26614135,138.58190745,419.26,1.842,198.36,GPS,44,0.38999998569488525
0,1774574232039,-33.26615705,138.58190073,419.23,1.848,200.39,GPS,44,0.38999998569488525
0,1774574233071,-33.26617290,138.58189478,419.24,1.856,198.63,GPS,44,0.3799999952316284
0,1774574234043,-33.26618853,138.58188935,419.25,1.827,197.18,GPS,44,0.3700000047683716
0,1774574235076,-33.26620422,138.58188430,419.29,1.829,196.09,GPS,44,0.3700000047683716
0,1774574236037,-33.26622013,138.58187905,419.28,1.837,194.34,GPS,43,0.3799999952316284
0,1774574237070,-33.26623587,138.58187342,419.30,1.842,195.75,GPS,43,0.38999998569488525
0,1774574238039,-33.26625160,138.58186767,419.28,1.836,196.88,GPS,43,0.4000000059604645
0,1774574239073,-33.26626743,138.58186172,419.24,1.842,196.66,GPS,44,0.38999998569488525
0,1774574240043,-33.26628273,138.58185525,419.28,1.855,197.42,GPS,44,0.3700000047683716
0,1774574241076,-33.26629835,138.58184908,419.27,1.829,199.53,GPS,44,0.38999998569488525
0,1774574242039,-33.26631418,138.58184388,419.30,1.822,196.97,GPS,44,0.38999998569488525
0,1774574243065,-33.26633012,138.58183913,419.35,1.833,193.87,GPS,43,0.4000000059604645
0,1774574244035,-33.26634628,138.58183463,419.33,1.840,193.78,GPS,43,0.4099999964237213
0,1774574245070,-33.26636243,138.58183060,419.35,1.852,193.09,GPS,43,0.38999998569488525
0,1774574246036,-33.26637843,138.58182617,419.32,1.834,191.22,GPS,43,0.3799999952316284
0,1774574247071,-33.26639447,138.58182143,419.28,1.848,193.00,GPS,43,0.3799999952316284
0,1774574248041,-33.26641032,138.58181653,419.30,1.841,193.78,GPS,43,0.3799999952316284
0,1774574249072,-33.26642633,138.58181197,419.29,1.833,194.27,GPS,43,0.4000000059604645
0,1774574250041,-33.26644235,138.58180770,419.26,1.842,192.97,GPS,43,0.38999998569488525
0,1774574251073,-33.26645832,138.58180302,419.27,1.843,192.75,GPS,43,0.3799999952316284
0,1774574252041,-33.26647437,138.58179858,419.27,1.829,194.10,GPS,44,0.3799999952316284
0,1774574253074,-33.26649027,138.58179442,419.33,1.836,192.37,GPS,43,0.3799999952316284
0,1774574254036,-33.26650585,138.58178912,419.34,1.826,192.65,GPS,43,0.4000000059604645
0,1774574255070,-33.26652140,138.58178352,419.32,1.824,197.84,GPS,44,0.38999998569488525
0,1774574256040,-33.26653690,138.58177853,419.32,1.798,196.45,GPS,43,0.38999998569488525
0,1774574257072,-33.26655233,138.58177383,419.29,1.793,194.52,GPS,43,0.4099999964237213
0,1774574258035,-33.26656815,138.58176925,419.24,1.802,194.59,GPS,42,0.38999998569488525
0,1774574259070,-33.26658402,138.58176450,419.27,1.811,194.02,GPS,43,0.4000000059604645
0,1774574260036,-33.26659952,138.58175933,419.28,1.806,194.59,GPS,43,0.38999998569488525
0,1774574261072,-33.26661502,138.58175348,419.36,1.816,195.86,GPS,43,0.38999998569488525
0,1774574262042,-33.26663087,138.58174832,419.36,1.836,197.70,GPS,44,0.4000000059604645
0,1774574263072,-33.26664657,138.58174407,419.38,1.825,193.58,GPS,43,0.38999998569488525
0,1774574264039,-33.26666207,138.58174077,419.47,1.778,191.11,GPS,44,0.3799999952316284
0,1774574265080,-33.26667788,138.58173658,419.40,1.797,191.48,GPS,44,0.3799999952316284
0,1774574266033,-33.26669352,138.58173165,419.40,1.807,192.68,GPS,43,0.4099999964237213
0,1774574267066,-33.26670915,138.58172652,419.43,1.802,194.87,GPS,43,0.4000000059604645
0,1774574268035,-33.26672488,138.58172153,419.41,1.807,195.34,GPS,43,0.38999998569488525
0,1774574269072,-33.26674078,138.58171707,419.43,1.818,194.87,GPS,43,0.4000000059604645
0,1774574270039,-33.26675690,138.58171302,419.37,1.822,192.04,GPS,43,0.3799999952316284
0,1774574271075,-33.26677295,138.58170822,419.35,1.852,191.69,GPS,43,0.3799999952316284
0,1774574272039,-33.26678877,138.58170323,419.40,1.828,195.13,GPS,43,0.3799999952316284
0,1774574273070,-33.26680435,138.58169793,419.40,1.834,194.12,GPS,43,0.38999998569488525
0,1774574274044,-33.26681987,138.58169213,419.40,1.829,196.15,GPS,43,0.3799999952316284
0,1774574275069,-33.26683542,138.58168687,419.45,1.826,197.39,GPS,42,0.38999998569488525
0,1774574276039,-33.26685082,138.58168207,419.44,1.805,194.64,GPS,43,0.3799999952316284
0,1774574277070,-33.26686663,138.58167743,419.44,1.793,194.64,GPS,43,0.3799999952316284
0,1774574278042,-33.26688252,138.58167315,419.36,1.827,193.81,GPS,44,0.3700000047683716
0,1774574279068,-33.26689877,138.58166867,419.33,1.824,192.54,GPS,44,0.3799999952316284
0,1774574280044,-33.26691508,138.58166455,419.35,1.864,192.98,GPS,44,0.3700000047683716
0,1774574281074,-33.26693100,138.58166032,419.37,1.853,191.99,GPS,44,0.3700000047683716
0,1774574282035,-33.26694675,138.58165568,419.36,1.824,192.49,GPS,44,0.38999998569488525
0,1774574283074,-33.26696255,138.58165082,419.30,1.834,193.99,GPS,43,0.38999998569488525
0,1774574284032,-33.26697802,138.58164567,419.28,1.823,194.43,GPS,43,0.4000000059604645
0,1774574285069,-33.26699343,138.58164050,419.24,1.809,195.28,GPS,43,0.3799999952316284
0,1774574286043,-33.26700895,138.58163530,419.22,1.806,195.15,GPS,43,0.38999998569488525
0,1774574287069,-33.26702453,138.58163027,419.21,1.810,195.14,GPS,43,0.4000000059604645
0,1774574288034,-33.26704010,138.58162562,419.23,1.813,194.72,GPS,42,0.4000000059604645
0,1774574289076,-33.26705605,138.58162105,419.26,1.816,193.88,GPS,43,0.38999998569488525
0,1774574290033,-33.26707187,138.58161675,419.27,1.837,193.26,GPS,43,0.4099999964237213
0,1774574291066,-33.26708775,138.58161252,419.28,1.812,192.40,GPS,44,0.4000000059604645
0,1774574292035,-33.26710337,138.58160830,419.30,1.812,192.65,GPS,44,0.4099999964237213
0,1774574293072,-33.26711933,138.58160432,419.28,1.794,192.93,GPS,44,0.4000000059604645
0,1774574294031,-33.26713508,138.58160008,419.29,1.824,191.70,GPS,44,0.4000000059604645
0,1774574295077,-33.26715047,138.58159570,419.38,1.812,193.19,GPS,44,0.3700000047683716
0,1774574296035,-33.26716440,138.58159225,419.38,1.813,193.50,GPS,44,0.3799999952316284
1,1774574595096,-33.26706638,138.58133347,421.17,0.002,24.38,GPS,49,0.38999998569488525
1,1774574596046,-33.26706640,138.58133345,421.17,0.005,24.38,GPS,49,0.3799999952316284
1,1774574597091,-33.26706632,138.58133357,421.16,0.006,24.38,GPS,49,0.3799999952316284
1,1774574598062,-33.26706377,138.58133612,421.15,0.040,24.38,GPS,49,0.3799999952316284
1,1774574599097,-33.26705590,138.58134465,421.14,0.674,34.67,GPS,50,0.38999998569488525
1,1774574600054,-33.26704433,138.58135717,421.13,1.626,43.23,GPS,50,0.3700000047683716
1,1774574601095,-33.26703185,138.58137013,421.13,1.802,42.21,GPS,50,0.3700000047683716
1,1774574602057,-33.26701845,138.58138170,421.12,1.833,40.89,GPS,50,0.38999998569488525
1,1774574603095,-33.26700322,138.58138968,421.12,1.830,31.68,GPS,50,0.3700000047683716
1,1774574604055,-33.26698678,138.58139482,421.12,1.853,17.61,GPS,50,0.3700000047683716
1,1774574605095,-33.26697062,138.58139887,421.11,1.843,12.27,GPS,50,0.3499999940395355
1,1774574606056,-33.26695458,138.58140188,421.10,1.802,11.93,GPS,50,0.36000001430511475
1,1774574607100,-33.26693843,138.58140408,421.11,1.787,7.20,GPS,50,0.36000001430511475
1,1774574608059,-33.26692232,138.58140673,421.11,1.782,6.64,GPS,50,0.36000001430511475
1,1774574609100,-33.26690590,138.58140903,421.07,1.793,8.51,GPS,50,0.36000001430511475
1,1774574610055,-33.26688962,138.58141170,421.06,1.833,5.92,GPS,50,0.3499999940395355
1,1774574611094,-33.26687337,138.58141472,421.03,1.797,9.60,GPS,50,0.36000001430511475
1,1774574612055,-33.26685700,138.58141818,420.97,1.824,9.05,GPS,50,0.3700000047683716
1,1774574613097,-33.26684080,138.58142258,420.98,1.843,10.91,GPS,50,0.36000001430511475
1,1774574614057,-33.26682513,138.58142780,421.00,1.815,13.86,GPS,50,0.36000001430511475
1,1774574615092,-33.26680950,138.58143302,421.00,1.791,16.25,GPS,50,0.3700000047683716
1,1774574616056,-33.26679355,138.58143772,420.98,1.796,15.59,GPS,50,0.3700000047683716
1,1774574617098,-33.26677767,138.58144218,420.93,1.821,12.38,GPS,50,0.3700000047683716
1,1774574618059,-33.26676183,138.58144652,420.94,1.786,13.28,GPS,50,0.3799999952316284
1,1774574619102,-33.26674593,138.58145075,420.93,1.787,12.60,GPS,50,0.3700000047683716
1,1774574620054,-33.26672977,138.58145503,420.93,1.786,12.59,GPS,50,0.3799999952316284
1,1774574621090,-33.26671383,138.58145920,420.95,1.802,12.87,GPS,50,0.4099999964237213
1,1774574622055,-33.26669798,138.58146373,420.96,1.785,12.49,GPS,50,0.3700000047683716
1,1774574623096,-33.26668225,138.58146868,420.96,1.799,14.48,GPS,50,0.36000001430511475
1,1774574624057,-33.26666672,138.58147392,420.95,1.782,14.62,GPS,50,0.3499999940395355
1,1774574625100,-33.26665115,138.58147943,420.97,1.787,16.39,GPS,50,0.3700000047683716
1,1774574626054,-33.26663560,138.58148490,420.92,1.780,16.87,GPS,50,0.3700000047683716
1,1774574627097,-33.26661972,138.58148990,420.89,1.794,15.97,GPS,50,0.3700000047683716
1,1774574628061,-33.26660405,138.58149410,420.88,1.793,14.20,GPS,50,0.38999998569488525
1,1774574629095,-33.26658818,138.58149773,420.83,1.762,11.65,GPS,50,0.38999998569488525
1,1774574630099,-33.26657240,138.58150167,420.77,1.789,10.05,GPS,51,0.3799999952316284
1,1774574631101,-33.26655665,138.58150608,420.81,1.777,12.88,GPS,51,0.3700000047683716
1,1774574632058,-33.26654108,138.58151015,420.86,1.774,13.49,GPS,51,0.3499999940395355
1,1774574633099,-33.26652535,138.58151433,420.88,1.729,11.35,GPS,51,0.3499999940395355
1,1774574634057,-33.26650940,138.58151857,420.92,1.774,12.52,GPS,51,0.36000001430511475
1,1774574635098,-33.26649365,138.58152288,420.95,1.764,12.16,GPS,51,0.3700000047683716
1,1774574636055,-33.26647803,138.58152798,420.93,1.770,12.96,GPS,51,0.38999998569488525
1,1774574637101,-33.26646238,138.58153312,420.94,1.786,16.25,GPS,51,0.3700000047683716
1,1774574638059,-33.26644682,138.58153813,420.94,1.777,14.61,GPS,50,0.3499999940395355
1,1774574639096,-33.26643178,138.58154318,420.89,1.748,15.82,GPS,51,0.38999998569488525
1,1774574640057,-33.26641670,138.58154855,420.86,1.713,16.44,GPS,51,0.3700000047683716
1,1774574641098,-33.26640133,138.58155355,420.82,1.744,16.38,GPS,51,0.4000000059604645
1,1774574642056,-33.26638563,138.58155832,420.83,1.750,14.04,GPS,51,0.3700000047683716
1,1774574643102,-33.26637000,138.58156338,420.83,1.749,14.05,GPS,51,0.36000001430511475
1,1774574644064,-33.26635440,138.58156898,420.89,1.759,14.69,GPS,51,0.3499999940395355
1,1774574645100,-33.26633900,138.58157470,420.89,1.763,16.30,GPS,51,0.3499999940395355
1,1774574646061,-33.26632348,138.58157967,420.93,1.771,16.77,GPS,51,0.36000001430511475
1,1774574647109,-33.26630797,138.58158447,420.90,1.753,13.84,GPS,51,0.36000001430511475
1,1774574648058,-33.26629272,138.58158940,420.92,1.754,14.52,GPS,51,0.36000001430511475
1,1774574649104,-33.26627738,138.58159418,420.95,1.720,14.71,GPS,51,0.3499999940395355
1,1774574650059,-33.26626197,138.58159935,420.97,1.744,14.12,GPS,51,0.36000001430511475
1,1774574651095,-33.26624633,138.58160443,420.97,1.769,15.33,GPS,51,0.3700000047683716
1,1774574652057,-33.26623078,138.58160932,420.96,1.776,14.65,GPS,51,0.3700000047683716
1,1774574653100,-33.26621515,138.58161430,420.98,1.759,14.17,GPS,51,0.3499999940395355
1,1774574654065,-33.26619955,138.58161905,420.98,1.769,14.43,GPS,51,0.3499999940395355
1,1774574655114,-33.26618388,138.58162375,420.98,1.768,13.56,GPS,50,0.36000001430511475
1,1774574656055,-33.26616818,138.58162820,420.98,1.769,13.29,GPS,51,0.36000001430511475
1,1774574657098,-33.26615255,138.58163287,421.00,1.776,12.70,GPS,51,0.3799999952316284
1,1774574658066,-33.26613715,138.58163782,421.06,1.759,13.30,GPS,51,0.3700000047683716
1,1774574659100,-33.26612207,138.58164272,421.10,1.742,15.33,GPS,51,0.3799999952316284
1,1774574660056,-33.26610893,138.58164690,421.08,1.703,14.46,GPS,50,0.3700000047683716
1,1774574661104,-33.26609863,138.58165013,421.05,1.284,14.46,GPS,50,0.3700000047683716
1,1774574662059,-33.26609005,138.58165262,421.07,1.044,14.93,GPS,51,0.3499999940395355
1,1774574663110,-33.26608375,138.58165448,421.06,0.907,14.93,GPS,51,0.36000001430511475
1,1774574664057,-33.26607958,138.58165595,421.05,0.519,14.93,GPS,51,0.3700000047683716
1,1774574665097,-33.26607605,138.58165700,421.06,0.404,14.93,GPS,51,0.3700000047683716
1,1774574666056,-33.26607247,138.58165818,421.11,0.378,14.93,GPS,51,0.36000001430511475
1,1774574667101,-33.26606548,138.58166055,421.16,0.407,14.93,GPS,51,0.36000001430511475
1,1774574668072,-33.26605245,138.58166468,421.15,1.159,14.46,GPS,51,0.3499999940395355
1,1774574669099,-33.26603677,138.58166973,421.11,1.809,15.10,GPS,51,0.36000001430511475
1,1774574670063,-33.26602040,138.58167497,421.07,1.813,14.78,GPS,51,0.36000001430511475
1,1774574671103,-33.26600148,138.58167780,421.05,1.920,14.31,GPS,51,0.3499999940395355
1,1774574672060,-33.26598067,138.58167522,421.03,2.314,1.26,GPS,51,0.3499999940395355
1,1774574673103,-33.26596002,138.58166662,421.09,2.344,347.10,GPS,51,0.3499999940395355
1,1774574674061,-33.26593882,138.58165085,421.24,2.485,334.50,GPS,51,0.3400000035762787
1,1774574675116,-33.26591835,138.58162593,421.31,3.034,320.12,GPS,51,0.3400000035762787
1,1774574676062,-33.26590110,138.58159290,421.36,3.414,307.56,GPS,51,0.3400000035762787
1,1774574677112,-33.26588772,138.58155285,421.51,3.787,296.03,GPS,51,0.33000001311302185
1,1774574678062,-33.26587845,138.58150607,421.55,4.209,287.41,GPS,51,0.33000001311302185
1,1774574679109,-33.26587123,138.58145372,421.58,4.701,279.70,GPS,51,0.3400000035762787
1,1774574680064,-33.26586492,138.58139718,421.58,5.133,277.61,GPS,51,0.3400000035762787
1,1774574681104,-33.26586017,138.58133845,421.66,5.418,276.00,GPS,51,0.33000001311302185
